host_id,title,description,address,lat,lng,bathroom_count,bed_count,bedroom_count,header_count_capacity,cleaning_fee,daily_price,lodging_tax_ratio,sale_ratio,service_fee,rating_star_score,review_count
842,유한회사 오 도미토리,Neque ab harum voluptates aliquam beatae. Commodi saepe nesciunt incidunt nam consectetur doloremque deserunt. Placeat nulla eveniet nemo maxime.,전라남도 청주시 서원구 양재천가 (정자오동),37.1759,128.9889,1,4,5,5,3400,194977,10,5,1300,3.65,317
1217,(유) 김 도미토리,Tempore quia ducimus dolorum. Odit rerum omnis earum. Explicabo illo tempore blanditiis ex mollitia dolores.,제주특별자치도 안산시 상록구 언주길 (재호김박마을),36.6009,126.665,1,5,2,5,5300,432853,10,10,1600,4.27,337
1214,(유) 최김이 한옥,"Commodi enim porro perferendis voluptatum.
Consequuntur earum consectetur. Voluptate quibusdam aliquam assumenda ab. Ut debitis laborum optio molestiae corrupti ipsum.",서울특별시 노원구 석촌호수983거리,36.82167,128.63083,1,4,2,6,5400,378772,10,7,1500,3.83,416
1215,(유) 류손박 도미토리,Omnis saepe consequuntur corporis aspernatur natus. A beatae eveniet minus cumque. Enim accusamus ipsum ducimus iusto corporis quibusdam.,제주특별자치도 가평군 테헤란12가,36.82167,128.63083,3,2,2,5,7800,297648,10,1,2500,2.9,112
504,주식회사 이김김 한옥,"Sint vero quod debitis omnis magnam debitis. Voluptatum officia cumque voluptate eaque labore.
Exercitationem ea aliquam necessitatibus. Nostrum a accusantium alias cumque veritatis aut.",대전광역시 송파구 언주901가,37.65639,126.835,2,5,2,2,8000,537579,10,4,900,3.89,101
1062,(주) 성 게스트하우스,Aliquam earum maiores eius minus blanditiis asperiores. Cum dicta ipsa aut magnam. Cum vel beatae mollitia natus ad est magnam.,대전광역시 동대문구 봉은사거리 (재호안마을),37.65639,126.835,3,5,5,7,9200,176243,10,1,1800,2.17,242
943,김김김 게스트하우스,"Maxime ipsum sapiente dolorem occaecati deserunt. Soluta asperiores ipsum.
Quisquam inventore aut. Quam natus labore.",세종특별자치시 도봉구 삼성065길,34.8825,128.62667,3,3,5,3,5800,74063,10,2,2800,3.94,58
1546,(유) 강손한 도미토리,Quas sint expedita maiores corrupti. Non ipsum excepturi doloremque non quo impedit tempore.,세종특별자치시 성동구 오금가 (성호김리),37.65639,126.835,3,1,1,2,8400,23416,10,1,4500,1.4,499
1772,서윤이 도미토리,Pariatur ut aliquam dignissimos repudiandae debitis voluptatem. Laudantium aliquam officia nostrum cum vel tempora eaque. Quae tempora nulla sit sapiente quod mollitia.,경상북도 홍천군 개포4길 (민준류리),37.1759,128.9889,2,1,3,6,2700,802353,10,9,2100,4.72,431
355,(유) 심 멘션,Vitae consequatur ex itaque. Voluptatem illum cum commodi aspernatur.,광주광역시 송파구 논현거리 (민서이리),36.82167,128.63083,3,3,4,3,8900,108910,10,10,2200,3.2,414
558,이최 한옥,Veniam quas ratione nisi voluptate. Pariatur adipisci cupiditate sit. Incidunt amet quo consequatur voluptates dolore totam voluptate.,경상북도 군포시 가락길,34.8825,128.62667,3,2,1,2,8800,118876,10,7,1700,2.1,285
928,오신한 호텔,Expedita hic reprehenderit incidunt error vero architecto maiores. Dicta dolor voluptatibus voluptatem perspiciatis.,대전광역시 은평구 학동64로 (준호오동),37.1759,128.9889,1,3,1,6,8800,168797,10,7,1300,1.36,309
892,(주) 문 한옥,"Asperiores numquam at occaecati inventore. Illo ratione numquam.
Corporis qui quo nisi pariatur. Eaque atque aliquid nulla molestiae at. Fugiat vel itaque distinctio amet.",경상북도 충주시 압구정16거리 (정자허손읍),34.8825,128.62667,1,2,4,7,1800,415289,10,1,4300,2.21,346
420,장김박 도미토리,Occaecati pariatur quaerat maxime. Animi temporibus minus officia. Corrupti repellendus voluptatibus minima placeat perspiciatis soluta.,세종특별자치시 종로구 잠실로 (하윤권읍),36.20389,127.08472,2,5,4,7,5400,480893,10,7,3300,3.42,312
119,(주) 강손오 아파트,"Incidunt amet aut sunt quod rerum labore. Accusamus inventore eius labore.
Reiciendis repellat ut maiores.",대전광역시 종로구 도산대9길,34.8825,128.62667,2,3,2,2,9600,161075,10,5,3000,4.56,498
1118,(유) 이김권 도미토리,"Officia vel voluptates odio minima. Ea vero quo temporibus magni. Et sint eius. Consequuntur magni accusamus esse vitae ullam illo.
Minima labore eum.",충청북도 청주시 상당구 개포3길,36.6009,126.665,2,4,2,3,3300,405449,10,1,4100,4.29,452
973,주식회사 이 민박,Incidunt nesciunt commodi iure. Ipsam mollitia voluptates eaque. Minus tempora nesciunt numquam dicta inventore. Ipsum ullam ab exercitationem cupiditate ad illum.,충청북도 용인시 처인구 개포길 (정숙배리),36.6009,126.665,1,5,3,5,7300,53836,10,3,4900,1.68,250
43,이이이 민박,Ipsum optio esse dicta nam eaque voluptate vel. Corrupti temporibus delectus doloribus beatae nobis. Reiciendis dolor consequuntur assumenda iure temporibus.,인천광역시 강북구 봉은사로 (순옥류마을),37.65639,126.835,3,5,1,1,2300,182247,10,5,2200,2.79,45
341,윤홍 한옥,"Numquam recusandae ad facere. Perferendis tempore quisquam.
Nemo vel vitae consequatur perspiciatis adipisci voluptatibus.",경상남도 예산군 백제고분5길 (상호노최읍),37.65639,126.835,3,4,3,3,4700,433245,10,4,2700,2.33,27
312,유한회사 김 호텔,Sit debitis tempora alias nobis fuga mollitia. Eveniet mollitia impedit quod. Tempora aspernatur cumque laborum.,경상북도 원주시 압구정397가,37.1759,128.9889,1,2,4,3,9200,306087,10,7,3900,1.73,280
1986,양한이 호텔,"Excepturi non eius nemo. Expedita sapiente in debitis sed ex doloremque.
Dicta blanditiis dolorem impedit. Officia dolorum vero totam.",대구광역시 구로구 반포대가,34.8825,128.62667,1,5,5,3,3600,703388,10,5,4600,1.35,185
1400,(유) 송이홍 호텔,"Cum quae eveniet vel delectus enim. Exercitationem nobis excepturi nulla est illo eum. Error consequatur et iure nesciunt.
Optio dolore asperiores quae nobis voluptatem. Nam ratione voluptates vitae.",광주광역시 동작구 서초중앙77거리 (옥순이마을),36.82167,128.63083,3,3,1,4,7800,493486,10,2,3500,4.89,258
1812,(주) 김 멘션,Sapiente vitae laudantium temporibus debitis dignissimos cum distinctio. Quibusdam unde pariatur ipsa assumenda.,광주광역시 동구 오금8로 (지연고전마을),36.6009,126.665,2,3,5,6,4100,24257,10,9,3000,2.15,197
1043,김황김 아파트,"Molestiae pariatur totam distinctio. Ex excepturi quos earum.
Placeat asperiores placeat. Quasi aspernatur ex minima amet cupiditate.",경상남도 포천시 서초대2길 (도윤김동),36.20389,127.08472,3,3,4,4,1700,109879,10,1,1200,2.3,43
1651,강김 호텔,Veritatis reprehenderit natus mollitia a deleniti explicabo. Quidem voluptatem non nulla soluta. Eveniet sint soluta iusto consequuntur cum.,서울특별시 강동구 개포539로 (동현나이동),34.8825,128.62667,1,4,1,2,5000,240258,10,1,3400,3.79,123
1243,(주) 김 아파트,Similique blanditiis consequatur repudiandae nihil. Minima laudantium odit non placeat modi sapiente.,충청북도 남양주시 논현6가 (수빈김동),36.6009,126.665,2,4,2,7,7100,6153,10,7,600,3.72,128
1825,최김김 모텔,"Aut ut recusandae ut vitae. Aperiam illum vel placeat.
Reiciendis amet accusamus temporibus consectetur laborum maiores. Nesciunt ipsum a.",전라북도 서천군 잠실1가,34.8825,128.62667,1,5,2,4,1000,282069,10,8,1300,1.45,369
760,유한회사 최 게스트하우스,"Ipsa quisquam quis doloremque.
Et consequatur possimus error consequatur doloribus repellendus. Sequi voluptate aperiam eligendi.
Deserunt culpa dicta eaque ipsa cumque harum.",경기도 수원시 팔달구 논현거리,36.6009,126.665,3,4,3,5,1900,140462,10,3,3900,4.29,75
1641,주식회사 이김김 도미토리,Repellat deleniti iure excepturi facere quis. In amet optio. Dolorem labore delectus illum amet labore.,전라남도 부여군 반포대로,36.82167,128.63083,2,5,1,8,9100,136310,10,8,2800,3.15,208
950,김이안 아파트,"Iure esse explicabo accusamus ipsam earum. Expedita ad autem dolores.
Quod explicabo dolor optio ducimus. Culpa dolore doloremque amet quia quod hic. Voluptatibus suscipit recusandae beatae neque et.",전라남도 수원시 팔달구 잠실67길 (순자박리),37.65639,126.835,2,4,5,7,5400,167050,10,5,3600,2.37,465
327,김이 모텔,Minima deleniti dolor dolores non. Magni nisi adipisci asperiores libero ratione.,부산광역시 성동구 압구정1가 (경숙강면),37.65639,126.835,3,1,4,9,6800,66956,10,1,4000,3.97,31
144,주식회사 최 한옥,"Minus incidunt officia ut nulla tenetur. Sed nulla minima.
Dolore repudiandae delectus asperiores doloribus. Ea quisquam numquam provident nam eligendi. Ratione dolores ducimus.",전라북도 화성시 석촌호수56가,37.1759,128.9889,3,1,1,3,2300,254992,10,9,4500,2.27,184
1047,유한회사 박송서 호텔,Cumque quidem ad. Libero magni rerum.,세종특별자치시 서구 선릉로,37.1759,128.9889,1,3,2,7,6800,344438,10,5,3300,4.02,431
168,(주) 권문최 민박,Autem harum blanditiis exercitationem. Voluptates expedita nulla nesciunt. Accusantium officiis quaerat neque quod sint aut.,대구광역시 강북구 서초대길,37.65639,126.835,2,5,5,6,1700,303741,10,3,1900,2.9,56
1776,남송 한옥,"Ex harum error. Reprehenderit doloremque sed maxime. Doloremque vitae tenetur.
Fugiat fuga qui accusamus aliquam iusto delectus.",전라남도 부여군 개포길,37.1759,128.9889,1,3,1,6,1200,361933,10,4,1700,4.21,133
1196,하김 민박,Quod quos modi vero quam veritatis. Ullam dolorum temporibus repellendus voluptatem.,인천광역시 서대문구 서초대63로,36.82167,128.63083,2,2,3,10,5600,211164,10,9,1500,4.28,165
449,심서김 모텔,"Aut ex impedit error modi. Ad laudantium necessitatibus quo nobis quo commodi aspernatur.
Voluptas sapiente reprehenderit vero id architecto. Quidem adipisci eveniet veniam.",대구광역시 강남구 서초대거리 (서윤김동),34.8825,128.62667,2,2,5,8,9300,265041,10,10,3900,1.19,376
1024,유한회사 장 모텔,"Blanditiis quia dicta placeat aperiam quo.
Error tempore omnis. Accusamus nulla eius. Voluptatibus eum ducimus alias ullam. Cumque soluta eius non alias.
Rem nemo neque nobis eius.",인천광역시 종로구 언주003거리 (현준강고마을),36.20389,127.08472,3,3,4,2,4800,495248,10,10,3600,1.03,231
30,주식회사 고 모텔,"Odit nesciunt ducimus quod. Magnam quam ipsam hic.
Ipsum sit non voluptas exercitationem eligendi quo. Neque maxime tenetur nobis quasi. Debitis nostrum beatae suscipit.",대전광역시 양천구 개포거리 (숙자이황리),36.82167,128.63083,2,1,2,10,9500,282849,10,7,3400,2.22,98
1494,김박이 멘션,"Est sed distinctio repellendus ab iure. Voluptas alias officia assumenda corrupti nesciunt dignissimos.
Eius sapiente necessitatibus fugit nulla nesciunt nam. Laborum voluptas iusto.",경기도 군포시 백제고분로,37.65639,126.835,3,1,3,5,1600,275717,10,4,4300,1.98,28
776,황김 게스트하우스,Ea facilis earum fuga corrupti quidem commodi aperiam. Aliquam neque eum repellat.,충청북도 청주시 청원구 가락10거리 (영환이이면),36.82167,128.63083,1,1,4,7,1500,258364,10,5,800,3.85,205
1511,(주) 윤김최 멘션,Possimus omnis libero rem assumenda et porro. Dolor saepe similique in odio omnis odio laboriosam.,세종특별자치시 관악구 개포길 (우진허서읍),36.82167,128.63083,1,5,4,8,8600,8568,10,3,4100,4.8,16
1876,이김김 민박,Molestiae vel odit omnis laborum sequi neque. Expedita quidem labore fugit. Ratione est necessitatibus similique unde atque.,전라남도 홍천군 역삼600거리 (진호장이동),37.65639,126.835,3,5,4,5,3500,402432,10,4,3300,1.25,479
627,이최황 호텔,"Deserunt odit laboriosam voluptatem blanditiis accusantium. Earum iure occaecati voluptas.
Molestiae veniam consequuntur eos rem. Harum amet necessitatibus. Reprehenderit sint autem.",세종특별자치시 동작구 서초대194로 (영식권리),36.82167,128.63083,2,4,4,8,5600,134922,10,2,4200,2.67,270
1808,권김김 멘션,Aperiam nisi fugiat autem velit blanditiis. Iusto exercitationem modi pariatur vel porro.,세종특별자치시 서구 테헤란가,37.65639,126.835,2,2,2,7,6500,431986,10,7,2900,1.22,188
799,주식회사 박황주 모텔,"Delectus nostrum pariatur quis vel qui expedita. Quasi molestiae tempore impedit corrupti.
Enim voluptatem magnam veritatis voluptates cupiditate facere. Quo officiis nisi saepe debitis repudiandae.",강원도 안성시 학동로 (성훈최마을),37.65639,126.835,1,2,3,5,9500,225283,10,10,700,2.94,88
900,김이권 모텔,Veritatis dolore rerum. Inventore iure soluta vero voluptatem assumenda.,전라남도 여주시 학동로,34.8825,128.62667,3,1,5,4,5200,204833,10,2,4100,1.87,151
1884,심최최 모텔,"Tempore impedit similique maxime fugiat error. Earum officiis rem laborum. Velit corporis fuga nemo qui.
Cum laudantium incidunt velit. Culpa doloribus porro dicta vel pariatur repellendus illum.",경기도 부천시 소사구 잠실98길,36.6009,126.665,3,1,1,5,1500,69539,10,7,1200,2.02,213
1540,최김장 아파트,"Occaecati totam nisi repellat porro quam doloribus. Quaerat repellat hic.
Vel consequatur provident officiis. Officia culpa perspiciatis suscipit natus veniam sequi.",제주특별자치도 안양시 만안구 양재천가 (지후박한마을),36.82167,128.63083,2,4,5,4,8700,195706,10,8,4600,3.35,454
1264,(유) 이 민박,"Atque voluptatibus eius. Natus laborum at laborum nostrum rerum.
Voluptas minima molestiae nemo. Reiciendis omnis quam.",부산광역시 서구 삼성가,34.8825,128.62667,3,4,2,4,9500,17283,10,5,4500,1.32,344
452,유한회사 이김김 아파트,A animi dignissimos et iure aperiam. A corrupti quia cumque id exercitationem. Sapiente facilis doloribus officiis.,세종특별자치시 관악구 가락가 (지아이민면),37.65639,126.835,1,1,4,6,8400,46010,10,5,3600,3.92,298
1316,권김 민박,"Sed nostrum optio dignissimos voluptas commodi. Fugiat optio commodi sunt quo totam reprehenderit. Repellat optio impedit iure.
Similique officia itaque. Veritatis inventore repellendus aperiam.",세종특별자치시 중구 영동대거리 (미경고면),37.65639,126.835,3,1,4,4,6100,118031,10,1,3300,3.44,86
1449,(유) 박배이 도미토리,"Vitae aperiam distinctio aperiam ullam. Nemo unde natus dignissimos perspiciatis.
Asperiores expedita ad. Cupiditate doloribus sed temporibus voluptatibus.",전라북도 시흥시 양재천거리,36.6009,126.665,2,4,5,7,1200,241261,10,9,800,4.96,260
1234,허김최 멘션,Repellat similique corrupti. At aperiam repudiandae ducimus amet. Illo occaecati nam natus commodi molestiae itaque inventore.,광주광역시 동작구 영동대8가 (영미김김마을),36.6009,126.665,1,5,5,4,7700,190780,10,8,700,2.46,60
29,유한회사 백 멘션,Voluptatem nisi voluptate nisi ducimus. Veniam repudiandae id eius suscipit.,충청남도 부천시 소사구 반포대9로,36.20389,127.08472,2,4,2,8,6300,21575,10,8,4800,4.61,275
1607,(유) 이김최 호텔,"Consectetur totam quia voluptas beatae.
Aspernatur eligendi debitis voluptate a natus. Enim velit earum dolore.",경기도 청주시 청원구 삼성4가 (서연김박면),36.6009,126.665,3,4,4,4,9700,181162,10,9,4900,2.72,240
288,최송 도미토리,Laboriosam quisquam velit. Sed velit odio quam facere. Autem voluptatem necessitatibus fugit delectus.,전라북도 이천시 논현643길,37.65639,126.835,1,4,4,9,6900,144354,10,7,800,3.83,470
661,(유) 장 모텔,"Quod sit fuga distinctio ab inventore. Officia distinctio voluptatibus facere animi iure.
Quam quod eveniet. Tenetur nam laborum debitis quis. Deleniti laborum nemo fugiat.",강원도 양양군 압구정9길 (미경조이동),36.6009,126.665,1,5,1,1,4900,35160,10,10,2000,2.98,102
55,주식회사 박 한옥,"Dolor voluptates atque itaque ullam molestiae fuga facilis. Consectetur a culpa id ipsum.
Debitis nostrum modi nihil. Earum assumenda quaerat ullam. Adipisci ipsum dolorum quia ab quas inventore.",대구광역시 서구 개포714거리 (수민김리),37.65639,126.835,2,3,4,10,6400,213639,10,1,4100,4.05,191
80,(유) 이 도미토리,"Quae sint quo. Delectus sed quae ullam vero nobis.
Rem ducimus consectetur odio illum. Ducimus possimus nostrum quae atque sapiente ipsa.",경상남도 수원시 강남대912거리,36.82167,128.63083,2,5,3,4,5200,449096,10,2,3100,2.34,287
1903,김김김 멘션,"Neque eaque maxime.
Officiis sapiente ducimus iste non repellendus blanditiis. Iure natus mollitia.
Cupiditate iusto ipsum consectetur eum. Id voluptates repellat id enim ex.",인천광역시 강동구 봉은사9가,36.82167,128.63083,1,1,5,3,7600,426251,10,2,2200,1.55,202
964,권우 도미토리,Laboriosam adipisci placeat provident fuga saepe. Repellendus temporibus molestiae maiores. Labore doloremque possimus ipsum.,경상북도 용인시 수지구 삼성길 (영철하읍),36.20389,127.08472,1,5,5,2,7700,847503,10,2,3000,4.54,36
1013,김김 모텔,Cupiditate cumque veniam eaque aliquam voluptates. Reiciendis consequuntur nesciunt beatae voluptate praesentium quod. Consectetur amet reiciendis magni.,전라남도 안산시 단원구 양재천263가,36.6009,126.665,3,5,1,10,4900,79053,10,6,600,2.25,55
476,김강 멘션,Beatae qui numquam nostrum molestias id et velit. Magnam quae consectetur aliquid maiores ab. Quisquam molestias accusantium accusamus quos sapiente.,대구광역시 중랑구 양재천330거리 (경자조김동),36.6009,126.665,2,2,1,1,6900,358614,10,8,600,2.51,173
643,유한회사 김주최 민박,"Ex odio deserunt. Ab maiores quam possimus consectetur numquam. Itaque ipsum at vitae id at.
Voluptatibus ex expedita nihil. Optio commodi ratione similique minima reiciendis.",대구광역시 서초구 강남대40거리,36.6009,126.665,3,4,3,2,10000,36119,10,9,1000,2.01,310
21,김손구 도미토리,"Dolores delectus ullam incidunt deserunt officia a in. Earum nobis alias perspiciatis molestias fugit.
Labore suscipit ex iste. Voluptatum amet sit ratione quam soluta. Eius quod dolore corrupti.",울산광역시 북구 봉은사거리,36.82167,128.63083,1,1,1,10,1000,338680,10,2,1400,1.14,494
494,이김 호텔,"Nisi blanditiis dolores dignissimos sit.
Voluptatibus excepturi exercitationem assumenda voluptates. Deleniti soluta tenetur rerum labore non sit non. Veritatis debitis esse cupiditate.",대구광역시 강북구 역삼17로 (예진이면),37.65639,126.835,3,1,4,2,8600,41906,10,10,4700,1.9,275
1944,강이이 도미토리,"Voluptatibus possimus deleniti eius suscipit voluptate mollitia. Dolor inventore inventore nemo eum saepe.
Quis molestias adipisci repellat. Doloremque neque accusamus atque autem quae.",전라남도 당진시 테헤란길 (수민남노마을),37.65639,126.835,1,5,4,5,3500,392778,10,2,3400,2.48,493
1788,(주) 김 호텔,Facere corrupti temporibus ducimus distinctio quisquam autem magni. Eius dolore accusantium numquam id corrupti. Placeat culpa corporis et.,경상북도 예산군 언주0로,37.65639,126.835,2,5,2,6,5900,496149,10,6,4000,2.08,312
459,유한회사 안 멘션,Aliquid numquam placeat illum repellat quaerat. Ut id possimus deserunt ipsam suscipit.,서울특별시 마포구 잠실12거리,34.8825,128.62667,1,3,3,8,6200,716321,10,7,2900,4.56,88
677,(주) 김 한옥,Provident laudantium ipsam tempore hic recusandae. Dolorem sapiente eum facilis temporibus inventore delectus.,충청북도 안양시 강남대가,37.65639,126.835,1,3,3,2,4800,138190,10,10,3200,3.89,82
555,김이김 모텔,"Vero voluptatem voluptas nemo quisquam optio vitae.
Numquam incidunt quas dolorem eos labore iste ullam.",부산광역시 중랑구 양재천길,36.82167,128.63083,1,3,4,2,5200,162222,10,6,1900,4.61,33
376,(유) 이 멘션,Ullam at perspiciatis dolores. Fuga iste quasi dolor excepturi eum. Possimus rem nulla fugiat.,세종특별자치시 강동구 백제고분가,36.82167,128.63083,3,4,2,6,1700,266236,10,6,4800,3.74,390
1542,김조김 게스트하우스,Nemo laborum unde suscipit. Eveniet tenetur numquam sed. Incidunt dicta voluptatibus neque accusamus.,경상북도 성남시 분당구 개포37길 (정웅남곽마을),37.65639,126.835,1,3,2,10,8700,52658,10,7,4100,2.49,369
854,(유) 황김안 모텔,Molestiae eligendi est incidunt id corporis quos. Laborum optio perspiciatis cupiditate quibusdam dicta sint voluptas. Natus numquam sapiente eveniet. Voluptates inventore labore labore.,울산광역시 서초구 논현가 (서연이면),37.1759,128.9889,3,5,3,2,3600,199204,10,4,3100,4.05,131
996,(주) 서김김 멘션,Impedit iusto in non magni. Eum natus ipsa ratione sint accusamus.,서울특별시 동구 양재천길,34.8825,128.62667,3,1,2,9,1800,162679,10,9,1600,1.89,47
1094,이최김 호텔,"Totam molestias distinctio porro.
Ipsa exercitationem iste. Delectus similique et nihil vero possimus.",대구광역시 영등포구 오금73로,36.6009,126.665,3,3,1,2,5600,93981,10,4,2300,1.59,115
1683,(주) 강김최 게스트하우스,"Est at occaecati eveniet magni dolorem. Repellat facilis nam unde amet.
Ut enim harum.",광주광역시 양천구 테헤란길 (우진김면),36.82167,128.63083,3,3,4,5,9000,26071,10,3,2300,3.51,34
1385,유한회사 이이이 멘션,"Repellat maiores nisi quis. Quibusdam vel maxime magni eligendi dignissimos hic.
Voluptatem voluptate natus fugit error. Perferendis repellendus cumque aspernatur inventore modi.",세종특별자치시 강동구 양재천417로,34.8825,128.62667,1,1,5,2,6300,381714,10,1,2100,2.75,270
159,(유) 권 민박,Beatae fuga modi vero dolorum alias tempora. Fugiat voluptate ex non ipsum molestias minus. Inventore consequatur ab vero a amet.,전라북도 부천시 오정구 강남대거리,34.8825,128.62667,3,3,1,4,6200,685931,10,7,1000,4.67,373
321,(유) 이 게스트하우스,"Aliquid repudiandae molestiae. Nam quisquam quas temporibus autem.
Ipsam voluptate labore corrupti explicabo. Fuga saepe ipsam delectus iste magnam.",울산광역시 서대문구 학동거리 (정훈고이읍),34.8825,128.62667,2,5,2,8,6900,190756,10,3,700,2.68,260
536,배한 모텔,"Est beatae dolorem provident rerum ipsa. Aliquid neque delectus debitis totam.
Distinctio molestias aliquid minus saepe esse quo. Omnis beatae quae dolor totam impedit tempore.",충청남도 광명시 영동대거리 (정순이나리),36.20389,127.08472,3,2,5,9,5700,244194,10,4,1100,1.57,191
1656,(주) 김 호텔,"Earum ducimus consectetur laudantium. Commodi est id vel error dolores.
Veritatis similique ad explicabo. Quae perferendis neque sed laborum.",인천광역시 마포구 강남대거리,37.65639,126.835,3,1,1,9,7400,323610,10,6,1900,3.04,37
809,김김 모텔,"Optio animi dolorem porro et non ad iusto. Ipsum libero ad error. Sunt cumque repudiandae.
Labore repellat facilis molestias incidunt hic. Quam sequi minima.",세종특별자치시 중구 선릉473거리,36.6009,126.665,2,3,2,6,3100,676971,10,4,3700,2.15,181
355,김이 게스트하우스,Nobis occaecati suscipit ex ullam deserunt eveniet. Corrupti accusantium ipsam similique. Consequatur nemo quae pariatur commodi perspiciatis.,경상북도 고양시 학동7로 (도현전이리),36.82167,128.63083,2,5,2,3,6700,292131,10,2,3600,1.46,449
1667,엄권박 호텔,Quod dolor nihil nobis reprehenderit ipsa maxime cumque. Animi nostrum tenetur possimus molestias. Corrupti deleniti illo vel.,제주특별자치도 충주시 개포8가 (영희김이동),37.65639,126.835,3,5,5,3,9300,587822,10,9,3400,1.96,445
687,이김 한옥,Assumenda rerum commodi. Eum voluptatibus perferendis voluptatum quas laudantium delectus. Rem itaque odit sunt. Optio inventore quae repellendus.,광주광역시 동대문구 선릉8거리 (성호이리),37.1759,128.9889,1,5,2,10,7900,326330,10,3,1800,3.31,381
1121,이김 민박,Voluptatem accusamus autem eum qui consectetur. Modi ducimus adipisci veritatis ipsam. Dolore suscipit dolorem blanditiis quasi culpa. Modi dolore aspernatur.,대전광역시 구로구 영동대50가,36.6009,126.665,2,2,2,3,7000,320112,10,9,1600,3.01,269
309,황이 모텔,"Omnis corrupti perferendis laudantium. At amet quo maxime est.
Sit unde inventore eum repudiandae perspiciatis. Harum rerum laudantium vel maxime.",대전광역시 도봉구 석촌호수3거리 (도현이이마을),36.20389,127.08472,3,5,5,9,5700,75678,10,2,2200,2.78,415
1436,박김김 호텔,Totam impedit voluptatem maxime. Eaque deserunt iste minus enim in aliquam.,울산광역시 용산구 백제고분4로 (윤서김마을),36.6009,126.665,2,3,1,7,6500,198127,10,9,2900,4.73,10
252,이김 도미토리,"Rerum quos mollitia debitis cum tempora similique. Reprehenderit autem voluptatem alias.
Enim minus neque libero. Ratione magnam sint sunt quia. Quisquam facere maxime dolor doloribus.",부산광역시 송파구 강남대거리 (현주윤면),36.6009,126.665,1,3,2,9,4800,374564,10,9,1300,2.43,96
1874,(주) 하전류 게스트하우스,"Voluptate aliquam eaque. Nisi earum excepturi velit.
Reprehenderit ullam earum quasi. Vel exercitationem dolorum. Consequuntur accusantium similique architecto voluptates incidunt.",부산광역시 서초구 압구정940로 (은주송마을),34.8825,128.62667,2,1,4,1,5800,359692,10,9,2400,2.53,459
15,권박안 민박,Voluptatum tempore laudantium natus. Suscipit aliquam reiciendis dolor pariatur ut aliquam. Voluptatem quos sed vero eaque.,울산광역시 중랑구 테헤란37로 (시우박마을),36.6009,126.665,1,3,4,4,8400,35725,10,10,4600,3.75,376
692,주식회사 심김박 게스트하우스,Neque vel modi nobis. Aspernatur mollitia aperiam quisquam dignissimos ut qui.,광주광역시 용산구 양재천길 (옥순서안동),37.1759,128.9889,3,2,4,9,3500,136390,10,6,1400,1.21,25
1760,주식회사 신김이 멘션,"Dicta architecto exercitationem minus inventore enim doloremque. Quis consequatur itaque impedit hic.
Cum accusamus possimus voluptate eaque tenetur error facilis. Praesentium sapiente tempore non.",경상북도 진천군 양재천가 (경자박주동),37.65639,126.835,2,2,5,6,1000,18672,10,3,3500,2.02,485
1981,류박 한옥,Quidem dolorum nisi numquam. Mollitia sapiente commodi ab sint. Dolor ratione nihil eligendi suscipit saepe repellat.,대전광역시 관악구 학동1거리,36.20389,127.08472,1,3,3,7,8000,294459,10,4,3900,4.8,318
567,최하 호텔,Eaque quia cum provident numquam tempora ex. Doloribus perferendis eveniet amet vero quasi autem.,전라북도 의정부시 역삼로,36.20389,127.08472,1,2,3,1,9600,84896,10,1,3600,2.07,443
894,(유) 이 민박,Voluptas a commodi in aperiam magnam. Modi at fugit laudantium animi explicabo iusto. Explicabo in voluptatibus.,부산광역시 관악구 오금68거리,36.82167,128.63083,3,5,1,1,2000,623637,10,7,2900,3.93,336
1154,김류 한옥,Libero ratione eveniet ut ipsum illum. Voluptatibus quos tempora. Deleniti corrupti ea. Iusto ipsa quam beatae.,전라남도 양구군 논현가,37.65639,126.835,3,3,2,1,6000,50188,10,5,1800,3.32,18
816,(주) 이김손 호텔,Occaecati nostrum ratione quaerat in placeat sapiente. Dolor earum vitae sapiente delectus voluptates. Dolor assumenda perspiciatis veritatis nihil aliquid architecto.,광주광역시 강동구 반포대6로,36.20389,127.08472,2,2,4,8,6500,478820,10,10,4600,3.48,107
1860,주식회사 김이이 멘션,"Autem saepe fugiat nulla. Doloribus sunt veniam optio.
Consectetur alias quos voluptates officia nisi. Neque dolorem quae vero ex non. Suscipit culpa sapiente deleniti quae dolorum.",부산광역시 강북구 서초중앙거리,34.8825,128.62667,1,1,5,5,2300,382852,10,4,2900,2.5,196
1343,한남박 게스트하우스,Asperiores dignissimos ipsa. Soluta voluptatibus eaque illo. Vitae voluptas ipsum maiores aut ex. Ad incidunt ratione officiis mollitia.,부산광역시 구로구 도산대가 (준호김동),37.1759,128.9889,2,3,1,1,3300,98413,10,3,3300,3.57,60
1706,(유) 이김김 멘션,Provident delectus atque maiores quibusdam. Quisquam consequuntur necessitatibus repudiandae eaque facilis laboriosam. Ea quae dolore rerum recusandae est saepe veniam.,충청북도 광주시 영동대거리,37.1759,128.9889,2,1,4,4,2500,65456,10,4,4200,4.85,210
1550,주식회사 김김강 도미토리,"Quas deleniti doloremque aliquid nulla. Assumenda doloremque ducimus.
Error distinctio deserunt. Temporibus voluptate qui eum. Vel dolorem cum facere nemo commodi sapiente.",경기도 태안군 서초중앙331거리 (진우최면),37.1759,128.9889,3,4,3,6,5900,169801,10,5,3100,4.82,333
